tim_1;tim_2;kondisi_team1_player1;kondisi_team1_player2;kondisi_team2_player1;kondisi_team2_player2;score
Eka/Wirawan;Angga/David;Cedera;Cedera;Pemulihan;Cedera;'0-2
Angga/Wirawan;Eka/Dennis;Pemulihan;Cedera;Cedera;Sakit;'2-1
Moel/David;Angga/Arya;Sakit;Sakit;Sakit;Cedera;'0-2
David/Moel;Wirawan/Angga;Sakit;Cedera;Cedera;Sakit;'2-0
Moel/Arya;Wirawan/Eka;Sehat;Sehat;Pemulihan;Sakit;'0-2
Wirawan/Eka;Wawo/Dennis;Sakit;Sehat;Sakit;Sakit;'2-0
Dennis/Wawo;Arya/Moel;Cedera;Pemulihan;Cedera;Cedera;'1-2
Wirawan/Moel;Angga/Dennis;Pemulihan;Sehat;Sehat;Sehat;'2-1
Eka/Arya;Wawo/Moel;Pemulihan;Pemulihan;Cedera;Cedera;'0-2
Angga/Eka;Moel/David;Cedera;Pemulihan;Sakit;Cedera;'2-1
Dennis/Arya;David/Angga;Sehat;Pemulihan;Pemulihan;Pemulihan;'2-1
Dennis/Arya;Eka/Wawo;Cedera;Cedera;Sakit;Sakit;'0-2
Wawo/David;Angga/Wirawan;Pemulihan;Sakit;Sakit;Sehat;'2-0
Eka/Arya;Moel/Wirawan;Sehat;Sehat;Sakit;Pemulihan;'2-0
Wawo/Angga;Dennis/Moel;Cedera;Pemulihan;Cedera;Sakit;'2-1
Eka/Wawo;Arya/Wirawan;Sehat;Pemulihan;Sehat;Pemulihan;'0-2
Moel/Angga;Wirawan/Dennis;Cedera;Sakit;Sakit;Pemulihan;'2-0
Eka/Arya;Wawo/Wirawan;Pemulihan;Sakit;Sehat;Sakit;'1-2
Eka/Arya;Angga/David;Pemulihan;Cedera;Cedera;Sakit;'1-2
Arya/Angga;Wawo/Dennis;Sehat;Sakit;Pemulihan;Pemulihan;'2-1
Dennis/Wirawan;Wawo/Moel;Pemulihan;Cedera;Sakit;Pemulihan;'2-0
Eka/Angga;David/Arya;Sakit;Cedera;Pemulihan;Sehat;'2-1
Wawo/Moel;Dennis/Arya;Pemulihan;Cedera;Sehat;Sehat;'1-2
Wirawan/David;Angga/Dennis;Sakit;Cedera;Pemulihan;Pemulihan;'1-2
Arya/Wirawan;Moel/Eka;Sehat;Pemulihan;Sakit;Sehat;'2-1
David/Eka;Dennis/Moel;Sakit;Cedera;Sakit;Sehat;'0-2
Dennis/Wirawan;Arya/David;Cedera;Cedera;Sakit;Sehat;'1-2
David/Eka;Moel/Arya;Sakit;Cedera;Sakit;Sehat;'0-2
Dennis/David;Angga/Wawo;Sehat;Pemulihan;Sehat;Pemulihan;'2-0
Eka/Moel;Arya/Dennis;Sakit;Sehat;Sehat;Cedera;'0-2
Arya/Eka;Wirawan/Angga;Sakit;Cedera;Sehat;Pemulihan;'0-2
Eka/David;Wirawan/Angga;Sehat;Sehat;Sakit;Sehat;'2-1
Wirawan/Angga;Dennis/Wawo;Sehat;Sehat;Cedera;Cedera;'2-0
Wawo/Arya;David/Wirawan;Sehat;Cedera;Cedera;Sehat;'1-2
Arya/Wawo;Eka/Moel;Sehat;Sakit;Pemulihan;Pemulihan;'2-0
Wawo/David;Eka/Arya;Pemulihan;Sehat;Sehat;Sehat;'1-2
Angga/Wawo;Wirawan/Arya;Cedera;Sehat;Pemulihan;Cedera;'1-2
Moel/Wawo;Eka/Angga;Sehat;Cedera;Sehat;Sakit;'2-0
Dennis/Angga;Arya/Moel;Cedera;Cedera;Sakit;Pemulihan;'0-2
Moel/Wirawan;David/Arya;Cedera;Pemulihan;Sakit;Pemulihan;'2-0
Eka/Wirawan;David/Dennis;Cedera;Sehat;Pemulihan;Sehat;'2-0
Angga/Wirawan;Dennis/Eka;Sakit;Sakit;Cedera;Sehat;'2-1
Arya/Wawo;Eka/Dennis;Cedera;Sakit;Cedera;Cedera;'2-0
Moel/David;Wawo/Dennis;Sehat;Sakit;Pemulihan;Sehat;'0-2
Arya/Moel;Dennis/David;Sakit;Pemulihan;Sakit;Pemulihan;'2-0
Dennis/Eka;Wawo/Angga;Pemulihan;Cedera;Sakit;Sehat;'1-2
Wawo/Eka;Wirawan/Arya;Pemulihan;Cedera;Sakit;Cedera;'0-2
Arya/David;Dennis/Angga;Cedera;Sehat;Pemulihan;Pemulihan;'1-2
Angga/Dennis;Eka/Arya;Sehat;Sehat;Pemulihan;Sehat;'2-0
Dennis/Eka;David/Moel;Sakit;Sakit;Sakit;Sehat;'0-2
Wawo/David;Arya/Dennis;Sakit;Pemulihan;Cedera;Pemulihan;'2-0
Dennis/Arya;Eka/David;Pemulihan;Sakit;Pemulihan;Sakit;'0-2
Dennis/Arya;Wawo/Eka;Pemulihan;Sehat;Sakit;Sehat;'2-0
Arya/Moel;Angga/Wawo;Sakit;Sehat;Sakit;Cedera;'1-2
David/Eka;Wawo/Arya;Sakit;Pemulihan;Pemulihan;Sehat;'2-0
Eka/Angga;Dennis/Wirawan;Pemulihan;Sehat;Cedera;Pemulihan;'0-2
Wawo/Arya;Dennis/David;Sakit;Cedera;Sehat;Pemulihan;'1-2
Angga/David;Wawo/Arya;Pemulihan;Cedera;Cedera;Sakit;'0-2
Arya/David;Wirawan/Dennis;Sakit;Sehat;Cedera;Sehat;'0-2
Eka/Wirawan;Arya/Angga;Pemulihan;Sakit;Sakit;Sakit;'2-0
David/Eka;Moel/Arya;Sehat;Sehat;Pemulihan;Sakit;'2-1
Wirawan/Arya;Dennis/David;Cedera;Pemulihan;Pemulihan;Sakit;'2-1
Dennis/Eka;Moel/Angga;Cedera;Sehat;Pemulihan;Pemulihan;'0-2
Arya/Wirawan;David/Wawo;Sehat;Sakit;Sakit;Cedera;'2-0
Wirawan/Arya;Dennis/Angga;Sakit;Sakit;Pemulihan;Sakit;'2-0
Arya/Moel;Dennis/David;Pemulihan;Cedera;Sakit;Pemulihan;'2-1
Dennis/Arya;David/Eka;Pemulihan;Sehat;Sehat;Sehat;'2-0
Eka/Wirawan;David/Dennis;Cedera;Sehat;Sehat;Pemulihan;'0-2
Eka/David;Wirawan/Dennis;Sehat;Cedera;Cedera;Sehat;'0-2
David/Angga;Wirawan/Dennis;Pemulihan;Pemulihan;Sakit;Sakit;'0-2
Moel/Dennis;Eka/Angga;Pemulihan;Cedera;Cedera;Sehat;'1-2
Eka/Dennis;Wirawan/David;Pemulihan;Cedera;Sehat;Sakit;'1-2
Angga/Dennis;Eka/Wawo;Sakit;Sehat;Pemulihan;Pemulihan;'0-2
Wirawan/Angga;Eka/Arya;Sehat;Sakit;Sehat;Cedera;'1-2
Moel/David;Wawo/Dennis;Sehat;Cedera;Sakit;Sehat;'2-1
Angga/David;Arya/Dennis;Cedera;Sakit;Sakit;Sakit;'0-2
Angga/Wirawan;Arya/Eka;Pemulihan;Sehat;Sehat;Sakit;'1-2
Eka/Wawo;Wirawan/Moel;Sakit;Sehat;Sakit;Sehat;'1-2
Wawo/Wirawan;Moel/Angga;Sakit;Sehat;Sehat;Sehat;'2-0
Dennis/Eka;Moel/David;Pemulihan;Pemulihan;Sakit;Sehat;'0-2
Arya/Wawo;Wirawan/Moel;Cedera;Sakit;Pemulihan;Sehat;'2-1
Angga/David;Dennis/Wawo;Sehat;Sakit;Cedera;Sehat;'2-1
Angga/Dennis;Wawo/Wirawan;Sakit;Pemulihan;Cedera;Pemulihan;'2-1
Arya/Moel;Wirawan/Angga;Sehat;Sakit;Cedera;Pemulihan;'1-2
David/Eka;Angga/Wawo;Pemulihan;Sehat;Sehat;Sehat;'2-0
Wawo/Angga;Moel/Eka;Sehat;Cedera;Sehat;Sehat;'0-2
Moel/Wirawan;David/Eka;Sehat;Sakit;Sehat;Sakit;'2-1
Wirawan/Wawo;David/Arya;Sakit;Sehat;Cedera;Pemulihan;'0-2
Wirawan/Dennis;Wawo/Angga;Pemulihan;Sakit;Sakit;Pemulihan;'2-1
Moel/Wawo;Angga/Wirawan;Cedera;Cedera;Sakit;Cedera;'0-2
Eka/Dennis;Wirawan/Wawo;Cedera;Sakit;Cedera;Sehat;'2-0
Eka/David;Arya/Dennis;Cedera;Sehat;Sakit;Sakit;'1-2
David/Eka;Dennis/Wirawan;Sakit;Cedera;Pemulihan;Cedera;'2-0
Angga/Eka;Wawo/David;Sakit;Sehat;Pemulihan;Pemulihan;'2-1
Wawo/Dennis;Angga/David;Sehat;Cedera;Cedera;Sakit;'2-1
Angga/Wirawan;Wawo/Arya;Cedera;Cedera;Pemulihan;Sakit;'1-2
Dennis/Arya;Wirawan/Moel;Pemulihan;Sehat;Sakit;Sakit;'2-1
David/Arya;Wawo/Moel;Cedera;Cedera;Cedera;Pemulihan;'0-2
Wawo/Arya;Moel/Dennis;Sakit;Sakit;Pemulihan;Sehat;'2-1
Dennis/Angga;Wirawan/Wawo;Sehat;Sehat;Sakit;Pemulihan;'1-2
Wirawan/Arya;Angga/Eka;Pemulihan;Sehat;Cedera;Sakit;'0-2
Arya/David;Wirawan/Moel;Sakit;Cedera;Sakit;Sehat;'2-1
Wawo/David;Arya/Wirawan;Cedera;Sakit;Cedera;Sakit;'2-1
Angga/Wirawan;David/Moel;Sehat;Sakit;Pemulihan;Cedera;'1-2
Angga/David;Moel/Wirawan;Pemulihan;Sehat;Pemulihan;Sehat;'0-2
Eka/Dennis;Wawo/Wirawan;Pemulihan;Cedera;Cedera;Cedera;'2-1
Eka/Wawo;Angga/Moel;Sakit;Pemulihan;Sakit;Pemulihan;'2-1
Wawo/Wirawan;Arya/Moel;Sehat;Sehat;Pemulihan;Sehat;'2-1
Eka/Moel;Wirawan/Wawo;Sehat;Cedera;Sehat;Sakit;'2-1
Wirawan/Angga;Moel/Eka;Cedera;Sakit;Sehat;Sakit;'2-1
David/Moel;Angga/Wirawan;Sakit;Pemulihan;Cedera;Cedera;'2-0
Angga/David;Wawo/Wirawan;Sakit;Pemulihan;Cedera;Cedera;'2-0
Eka/Wirawan;Moel/Arya;Pemulihan;Sakit;Sakit;Cedera;'0-2
Moel/Arya;David/Wawo;Sakit;Sakit;Sakit;Cedera;'0-2
Angga/Arya;Wirawan/Wawo;Cedera;Sehat;Pemulihan;Pemulihan;'0-2
Moel/Angga;Wawo/Eka;Sakit;Sehat;Cedera;Pemulihan;'0-2
David/Eka;Dennis/Wawo;Cedera;Sehat;Cedera;Pemulihan;'2-0
Wawo/Eka;Arya/Angga;Pemulihan;Sehat;Cedera;Pemulihan;'1-2
Dennis/Wawo;Eka/Angga;Cedera;Sehat;Pemulihan;Cedera;'2-1
Moel/Wirawan;Dennis/Arya;Pemulihan;Sehat;Sakit;Sakit;'2-1
David/Dennis;Eka/Wirawan;Pemulihan;Pemulihan;Cedera;Pemulihan;'0-2
Arya/Angga;Eka/Wirawan;Pemulihan;Cedera;Sakit;Sakit;'1-2
Angga/Eka;Moel/Wirawan;Sehat;Sehat;Pemulihan;Sehat;'2-1
Arya/Eka;Angga/David;Cedera;Sehat;Cedera;Pemulihan;'0-2
Wirawan/Wawo;Moel/Dennis;Pemulihan;Pemulihan;Cedera;Pemulihan;'2-1
Eka/Wawo;David/Dennis;Pemulihan;Cedera;Pemulihan;Sakit;'2-1
Wirawan/Wawo;Eka/Angga;Sakit;Sehat;Cedera;Sakit;'0-2
Arya/Wawo;Moel/Dennis;Pemulihan;Sehat;Cedera;Pemulihan;'2-0
Eka/Dennis;Wawo/Wirawan;Pemulihan;Pemulihan;Sakit;Sakit;'2-0
Angga/Wirawan;Eka/Arya;Pemulihan;Sakit;Pemulihan;Pemulihan;'0-2
Arya/David;Wawo/Dennis;Pemulihan;Sehat;Sakit;Pemulihan;'1-2
Angga/Arya;Dennis/Eka;Sakit;Sakit;Pemulihan;Sakit;'1-2
Wirawan/David;Wawo/Angga;Sakit;Sakit;Sehat;Pemulihan;'2-1
Eka/Wawo;David/Angga;Cedera;Cedera;Pemulihan;Pemulihan;'0-2
Arya/Dennis;Eka/Moel;Sakit;Sakit;Sakit;Sakit;'1-2
Wawo/Dennis;Angga/Moel;Sakit;Sakit;Sehat;Pemulihan;'2-1
Eka/Dennis;Wirawan/Angga;Cedera;Cedera;Pemulihan;Cedera;'1-2
Angga/Moel;Eka/Arya;Sehat;Sakit;Sehat;Sehat;'2-0
Eka/Arya;Wawo/Angga;Sakit;Pemulihan;Pemulihan;Sakit;'1-2
Eka/Moel;Wirawan/Wawo;Cedera;Sehat;Pemulihan;Cedera;'0-2
Moel/Eka;Arya/Angga;Sehat;Sehat;Sehat;Pemulihan;'0-2
David/Eka;Arya/Dennis;Pemulihan;Sehat;Sehat;Sakit;'0-2
David/Wawo;Dennis/Angga;Sakit;Pemulihan;Sehat;Pemulihan;'1-2
Wirawan/David;Eka/Angga;Cedera;Pemulihan;Sakit;Sakit;'1-2
Wawo/Eka;David/Dennis;Pemulihan;Sehat;Sakit;Pemulihan;'0-2
Wawo/Dennis;Angga/Arya;Cedera;Sehat;Cedera;Sehat;'2-0
Angga/David;Moel/Arya;Pemulihan;Sakit;Cedera;Cedera;'2-1
Wirawan/Wawo;David/Arya;Sehat;Cedera;Cedera;Sehat;'2-0
Moel/Wirawan;Angga/Eka;Sehat;Pemulihan;Pemulihan;Cedera;'2-1
David/Moel;Dennis/Angga;Sakit;Pemulihan;Sehat;Sehat;'2-1
Moel/Arya;Wawo/Angga;Sakit;Sehat;Sehat;Sakit;'1-2
Wirawan/Eka;Arya/David;Cedera;Pemulihan;Sehat;Sehat;'2-0
Eka/Arya;Angga/Wawo;Cedera;Sehat;Sehat;Pemulihan;'2-1
Eka/Wirawan;Angga/Dennis;Sakit;Pemulihan;Sakit;Sakit;'2-0
Wawo/Arya;Wirawan/David;Sehat;Sehat;Sehat;Sehat;'0-2
Dennis/Arya;Angga/Moel;Sakit;Cedera;Pemulihan;Sehat;'2-0
Wawo/David;Dennis/Arya;Sehat;Sakit;Sakit;Pemulihan;'2-0
Wawo/Moel;Arya/Angga;Sakit;Pemulihan;Sakit;Sakit;'2-1
Wirawan/Arya;Wawo/Eka;Cedera;Cedera;Sehat;Sehat;'2-1
Angga/Arya;Moel/Wirawan;Sakit;Pemulihan;Pemulihan;Sakit;'0-2
David/Arya;Eka/Moel;Sehat;Sehat;Sakit;Pemulihan;'0-2
Eka/Moel;Arya/Angga;Cedera;Cedera;Cedera;Cedera;'1-2
Wirawan/Eka;Arya/Angga;Cedera;Sehat;Sehat;Sakit;'2-1
Eka/Moel;Arya/Wirawan;Cedera;Cedera;Pemulihan;Pemulihan;'2-0
Arya/Dennis;David/Wawo;Sehat;Pemulihan;Pemulihan;Cedera;'0-2
David/Wirawan;Eka/Arya;Sehat;Sehat;Cedera;Cedera;'1-2
Angga/Eka;Dennis/Wirawan;Pemulihan;Sakit;Cedera;Sakit;'2-0
David/Arya;Eka/Moel;Sakit;Sehat;Sakit;Pemulihan;'1-2
Dennis/Arya;Wawo/Wirawan;Cedera;Pemulihan;Pemulihan;Pemulihan;'1-2
Dennis/Angga;Wawo/Moel;Sakit;Cedera;Sakit;Cedera;'2-0
Eka/David;Wirawan/Moel;Cedera;Cedera;Sakit;Sakit;'2-0
David/Wawo;Wirawan/Eka;Sehat;Sakit;Cedera;Sehat;'0-2
Wirawan/Eka;Arya/Dennis;Sehat;Cedera;Sakit;Sehat;'0-2
Wawo/Dennis;Arya/Moel;Pemulihan;Sehat;Sehat;Cedera;'0-2
Angga/Arya;Wirawan/Dennis;Sakit;Pemulihan;Sakit;Sakit;'2-1
Arya/Wirawan;Dennis/Angga;Cedera;Sehat;Sakit;Sakit;'1-2
Wirawan/Arya;Moel/Angga;Cedera;Cedera;Cedera;Sakit;'1-2
Angga/Eka;Dennis/Arya;Sehat;Pemulihan;Cedera;Cedera;'2-0
Moel/Wirawan;Arya/Eka;Pemulihan;Sehat;Cedera;Sakit;'2-0
Arya/Moel;Eka/Wawo;Cedera;Cedera;Cedera;Sakit;'2-0
Eka/Angga;Wirawan/Wawo;Pemulihan;Cedera;Cedera;Pemulihan;'1-2
Wirawan/Moel;David/Wawo;Sehat;Cedera;Sakit;Cedera;'1-2
Wawo/David;Dennis/Arya;Pemulihan;Cedera;Cedera;Sehat;'1-2
Dennis/David;Moel/Wirawan;Cedera;Cedera;Sehat;Sehat;'2-0
Wawo/Dennis;Wirawan/Moel;Pemulihan;Pemulihan;Cedera;Sakit;'2-1
Wirawan/Arya;David/Eka;Cedera;Cedera;Sehat;Pemulihan;'2-0
Angga/Eka;Wirawan/Dennis;Sakit;Pemulihan;Pemulihan;Pemulihan;'0-2
Wawo/Arya;Eka/Moel;Cedera;Sehat;Sakit;Pemulihan;'2-1
Wawo/Moel;Eka/Dennis;Pemulihan;Sakit;Sakit;Sehat;'0-2
Eka/Wirawan;David/Arya;Sakit;Pemulihan;Sehat;Sakit;'0-2
Dennis/David;Wawo/Moel;Cedera;Sehat;Cedera;Sehat;'2-1
Wawo/Eka;Arya/Moel;Sakit;Cedera;Cedera;Pemulihan;'0-2
Eka/Wirawan;Dennis/Angga;Sakit;Cedera;Sehat;Sakit;'0-2
Dennis/Arya;Angga/Eka;Pemulihan;Sehat;Pemulihan;Pemulihan;'2-1
Eka/David;Angga/Wawo;Pemulihan;Cedera;Pemulihan;Pemulihan;'0-2
Angga/Arya;Dennis/Eka;Sehat;Cedera;Pemulihan;Cedera;'2-0
Wirawan/Wawo;David/Arya;Cedera;Sakit;Sehat;Pemulihan;'1-2
Arya/Moel;Wawo/David;Cedera;Pemulihan;Cedera;Sehat;'2-0
Dennis/David;Arya/Eka;Cedera;Sakit;Pemulihan;Sehat;'0-2
David/Moel;Arya/Wawo;Cedera;Sakit;Sehat;Pemulihan;'0-2
Arya/Wawo;Eka/David;Pemulihan;Pemulihan;Pemulihan;Sakit;'1-2
Angga/Dennis;Arya/David;Pemulihan;Cedera;Cedera;Sakit;'2-0
Dennis/Moel;David/Eka;Pemulihan;Cedera;Pemulihan;Pemulihan;'0-2
Eka/Dennis;Angga/Wawo;Sehat;Pemulihan;Sakit;Pemulihan;'0-2
Wirawan/David;Dennis/Moel;Pemulihan;Cedera;Sakit;Pemulihan;'1-2
Wirawan/Wawo;Moel/Dennis;Cedera;Sakit;Cedera;Sehat;'2-1
Wawo/David;Wirawan/Arya;Pemulihan;Pemulihan;Pemulihan;Sakit;'0-2
Wawo/Arya;Wirawan/David;Cedera;Sehat;Sakit;Sehat;'2-1
Arya/Moel;Angga/Wawo;Sehat;Cedera;Pemulihan;Sakit;'2-0
Wawo/Moel;Arya/Eka;Sehat;Pemulihan;Sakit;Sakit;'2-0
Eka/Wawo;Dennis/David;Cedera;Pemulihan;Sakit;Cedera;'2-1
Wirawan/Eka;Wawo/Moel;Pemulihan;Cedera;Pemulihan;Cedera;'0-2
Wawo/Moel;Eka/David;Pemulihan;Sehat;Cedera;Sehat;'2-1
Arya/David;Angga/Eka;Pemulihan;Sakit;Cedera;Sakit;'0-2
Dennis/Moel;Wirawan/David;Sakit;Cedera;Sakit;Sehat;'2-0
Dennis/Wirawan;Arya/Wawo;Cedera;Sehat;Cedera;Pemulihan;'2-1
Dennis/David;Moel/Wawo;Cedera;Pemulihan;Pemulihan;Cedera;'0-2
Wawo/Wirawan;Eka/Moel;Pemulihan;Sehat;Sehat;Pemulihan;'0-2
Wirawan/Eka;David/Moel;Pemulihan;Cedera;Sakit;Cedera;'2-1
David/Eka;Wirawan/Moel;Pemulihan;Pemulihan;Sakit;Sehat;'0-2
Arya/Dennis;Moel/David;Sakit;Sehat;Pemulihan;Cedera;'2-0
Angga/Arya;Eka/Wirawan;Pemulihan;Sehat;Sehat;Cedera;'0-2
David/Eka;Arya/Moel;Cedera;Cedera;Sakit;Cedera;'1-2
Moel/Wawo;Angga/Wirawan;Pemulihan;Cedera;Sehat;Pemulihan;'1-2
Wirawan/Arya;Wawo/Eka;Cedera;Sakit;Pemulihan;Cedera;'2-0
Angga/Wirawan;Wawo/David;Cedera;Pemulihan;Cedera;Cedera;'2-0
Wirawan/Arya;Angga/Dennis;Pemulihan;Sakit;Sehat;Pemulihan;'2-0
David/Eka;Angga/Moel;Sehat;Cedera;Sehat;Sehat;'0-2
Moel/Angga;Dennis/Wawo;Cedera;Pemulihan;Pemulihan;Cedera;'0-2
Moel/Angga;Wawo/Eka;Cedera;Sakit;Cedera;Pemulihan;'2-1
Angga/Wawo;Eka/Wirawan;Cedera;Sehat;Sakit;Sakit;'0-2
Angga/David;Eka/Wirawan;Sehat;Sakit;Pemulihan;Sehat;'1-2
Angga/Moel;Dennis/Eka;Sehat;Cedera;Sehat;Sakit;'0-2
Eka/Arya;Angga/Moel;Cedera;Sakit;Sakit;Pemulihan;'1-2
Angga/David;Wawo/Arya;Pemulihan;Pemulihan;Cedera;Sehat;'2-0
Wirawan/David;Angga/Arya;Cedera;Sakit;Sakit;Sakit;'2-0
Eka/Wawo;Dennis/Moel;Cedera;Sehat;Cedera;Sakit;'2-1
Angga/Eka;Arya/Wawo;Sakit;Sehat;Sakit;Cedera;'2-1
Angga/Eka;Dennis/David;Sakit;Cedera;Sehat;Sakit;'2-0
David/Wawo;Eka/Moel;Pemulihan;Sakit;Pemulihan;Pemulihan;'2-0
Wirawan/Dennis;Angga/David;Cedera;Cedera;Pemulihan;Sehat;'2-1
Wawo/Moel;David/Wirawan;Cedera;Sakit;Cedera;Sehat;'2-0
Dennis/Arya;Eka/Angga;Pemulihan;Sakit;Sehat;Sakit;'2-1
Eka/Wawo;Moel/Dennis;Pemulihan;Sakit;Sehat;Pemulihan;'2-0
Arya/Dennis;Wawo/Moel;Cedera;Sehat;Sehat;Sakit;'2-0
Wirawan/Eka;David/Angga;Sakit;Sakit;Sakit;Sakit;'0-2
Angga/Moel;Arya/David;Sehat;Sehat;Cedera;Sehat;'0-2
Wirawan/Moel;Arya/David;Cedera;Pemulihan;Pemulihan;Pemulihan;'2-1
Moel/Eka;David/Wawo;Pemulihan;Pemulihan;Sakit;Sakit;'2-0
Wirawan/Dennis;Angga/Moel;Cedera;Pemulihan;Pemulihan;Cedera;'2-1
Angga/David;Wawo/Wirawan;Sakit;Pemulihan;Sehat;Sakit;'2-1
Dennis/Angga;Wirawan/Moel;Sakit;Cedera;Sehat;Sehat;'2-1
Angga/Moel;Dennis/Arya;Cedera;Cedera;Sakit;Sehat;'0-2
Dennis/Wirawan;Angga/Wawo;Cedera;Pemulihan;Sehat;Sakit;'1-2
Wirawan/Eka;Dennis/David;Sehat;Sakit;Cedera;Cedera;'0-2
David/Arya;Wawo/Wirawan;Sakit;Sehat;Cedera;Sakit;'2-0
Angga/Arya;Wawo/Dennis;Pemulihan;Pemulihan;Sakit;Pemulihan;'2-1
Moel/Wawo;Wirawan/Angga;Sakit;Pemulihan;Sehat;Pemulihan;'2-1
Eka/Dennis;Arya/Wawo;Cedera;Sakit;Cedera;Sehat;'2-1
Angga/Dennis;David/Moel;Sehat;Sakit;Sakit;Pemulihan;'2-0
Angga/Dennis;Moel/Eka;Cedera;Cedera;Pemulihan;Cedera;'0-2
Wirawan/Moel;Angga/Arya;Pemulihan;Cedera;Pemulihan;Cedera;'1-2
Dennis/David;Angga/Arya;Sehat;Pemulihan;Sakit;Cedera;'1-2
Moel/Wawo;David/Arya;Sehat;Sehat;Sehat;Pemulihan;'1-2
David/Angga;Wawo/Eka;Sakit;Pemulihan;Sehat;Sakit;'2-0
Moel/Eka;Wawo/Wirawan;Sehat;Sakit;Pemulihan;Sakit;'1-2
Moel/Angga;Arya/Wirawan;Sakit;Sehat;Cedera;Cedera;'2-0
Wawo/Dennis;Angga/Moel;Cedera;Sehat;Cedera;Pemulihan;'2-1
Dennis/Moel;Arya/David;Pemulihan;Pemulihan;Pemulihan;Sehat;'0-2
Wawo/David;Eka/Arya;Sehat;Sehat;Cedera;Sakit;'0-2
Moel/Wirawan;Wawo/David;Pemulihan;Sehat;Cedera;Cedera;'1-2
David/Eka;Angga/Wawo;Pemulihan;Sehat;Sakit;Pemulihan;'0-2
Angga/Dennis;Wawo/Eka;Cedera;Sehat;Sehat;Sakit;'0-2
Wawo/Angga;Arya/David;Sakit;Sehat;Pemulihan;Pemulihan;'0-2
Wawo/Moel;Eka/Angga;Cedera;Sehat;Sakit;Sehat;'0-2
Eka/Arya;Wirawan/Moel;Sehat;Cedera;Pemulihan;Sakit;'0-2
Wawo/David;Dennis/Wirawan;Cedera;Sakit;Sehat;Sehat;'2-0
Moel/Angga;Wirawan/Wawo;Sehat;Pemulihan;Pemulihan;Sakit;'2-0
Angga/Dennis;David/Moel;Pemulihan;Pemulihan;Cedera;Sakit;'1-2
Angga/David;Wirawan/Eka;Sakit;Sakit;Sakit;Pemulihan;'1-2
Angga/Wirawan;Dennis/David;Pemulihan;Pemulihan;Pemulihan;Sakit;'1-2
Angga/Eka;Wawo/David;Pemulihan;Sehat;Pemulihan;Sakit;'1-2
Arya/David;Wawo/Wirawan;Pemulihan;Pemulihan;Pemulihan;Sakit;'2-0
Moel/Dennis;David/Arya;Cedera;Sakit;Sehat;Cedera;'2-0
Arya/Wawo;David/Eka;Pemulihan;Sakit;Sakit;Cedera;'1-2
Wawo/Angga;Eka/Dennis;Cedera;Sakit;Cedera;Pemulihan;'0-2
Moel/Eka;Arya/Angga;Sehat;Sakit;Cedera;Sakit;'2-0
Dennis/Angga;Wawo/David;Sakit;Sakit;Sakit;Cedera;'2-0
David/Arya;Dennis/Wawo;Cedera;Cedera;Cedera;Pemulihan;'2-1
Wawo/Wirawan;Dennis/Eka;Cedera;Cedera;Cedera;Sehat;'2-1
Moel/Dennis;Wirawan/Wawo;Cedera;Pemulihan;Cedera;Sakit;'1-2
Angga/Wawo;Eka/Arya;Pemulihan;Cedera;Sakit;Pemulihan;'2-1
Eka/David;Wirawan/Moel;Sehat;Sehat;Pemulihan;Cedera;'0-2
Eka/David;Arya/Dennis;Sakit;Cedera;Sakit;Sehat;'2-1
Wirawan/David;Arya/Dennis;Sakit;Cedera;Cedera;Cedera;'1-2
David/Wirawan;Moel/Arya;Sakit;Sakit;Sehat;Sakit;'0-2
Moel/Wirawan;David/Dennis;Sehat;Pemulihan;Sehat;Sehat;'1-2
David/Dennis;Wawo/Eka;Sehat;Pemulihan;Sakit;Sehat;'1-2
Wirawan/Wawo;Dennis/David;Pemulihan;Sehat;Cedera;Sakit;'2-0
David/Arya;Moel/Wawo;Cedera;Sehat;Cedera;Sehat;'2-0
Arya/Dennis;Moel/David;Sakit;Sehat;Pemulihan;Pemulihan;'2-0
Eka/Dennis;David/Moel;Pemulihan;Sakit;Sakit;Sehat;'2-0
Dennis/Angga;David/Eka;Sehat;Sakit;Pemulihan;Sehat;'0-2
Eka/Arya;Wawo/Moel;Pemulihan;Sakit;Sakit;Sehat;'1-2
Arya/Angga;Wawo/David;Cedera;Sakit;Sehat;Sakit;'1-2
Wirawan/Moel;Eka/Angga;Pemulihan;Pemulihan;Pemulihan;Cedera;'0-2
Wawo/Moel;Wirawan/Arya;Sehat;Cedera;Pemulihan;Pemulihan;'0-2
David/Wawo;Eka/Wirawan;Sakit;Pemulihan;Sakit;Sakit;'2-1
Wawo/Angga;Dennis/David;Sehat;Cedera;Cedera;Sakit;'0-2
Wirawan/Moel;Dennis/Wawo;Cedera;Cedera;Sehat;Sakit;'0-2
Wirawan/Eka;Arya/Moel;Sehat;Cedera;Pemulihan;Sehat;'2-1
Moel/Dennis;Arya/Eka;Sakit;Pemulihan;Sehat;Sakit;'2-0
Moel/Wawo;Angga/Eka;Cedera;Pemulihan;Sehat;Pemulihan;'0-2
Arya/Angga;Moel/Eka;Sehat;Sehat;Sakit;Cedera;'2-1
Moel/Angga;Arya/Eka;Pemulihan;Cedera;Sehat;Cedera;'2-1
Wawo/Moel;Angga/David;Sehat;Sakit;Sehat;Sehat;'2-0
